"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"15960",23,"admin.","single","high.school","no","yes","no","cellular","jul","mon",34,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"28619",43,"blue-collar","married","basic.6y","no","no","no","cellular","apr","wed",623,2,999,2,"failure",-1.8,93.075,-47.1,1.415,5099.1,"no"
"13888",28,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",106,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"37110",38,"management","married","university.degree","no","no","no","cellular","jul","tue",486,5,999,0,"nonexistent",-2.9,92.469,-33.6,0.908,5076.2,"yes"
"32548",52,"admin.","married","high.school","no","yes","yes","cellular","may","fri",81,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"38418",36,"admin.","married","university.degree","no","no","no","cellular","oct","wed",135,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.735,5017.5,"yes"
"20620",30,"technician","married","professional.course","no","no","yes","cellular","aug","wed",100,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"3086",45,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","thu",90,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"39708",46,"admin.","married","university.degree","no","no","no","telephone","may","thu",351,3,999,0,"nonexistent",-1.8,93.876,-40,0.692,5008.7,"yes"
"24913",30,"unemployed","married","high.school","no","no","yes","cellular","nov","tue",155,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"17548",53,"management","married","unknown","no","yes","yes","cellular","jul","mon",88,9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"21530",58,"self-employed","married","university.degree","no","yes","yes","cellular","aug","tue",598,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"15489",43,"technician","single","university.degree","no","yes","no","telephone","jul","fri",54,7,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"22217",54,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","thu",169,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"30838",40,"technician","married","high.school","no","yes","no","cellular","may","tue",394,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"2142",51,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",470,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5016",50,"blue-collar","divorced","high.school","no","no","no","telephone","may","wed",206,6,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"9255",42,"technician","married","basic.9y","no","no","no","telephone","jun","fri",100,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"32748",36,"admin.","single","professional.course","no","yes","no","cellular","may","mon",74,3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"9701",46,"admin.","married","high.school","unknown","yes","no","telephone","jun","mon",96,6,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"32868",46,"management","married","basic.6y","no","yes","yes","telephone","may","mon",26,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"9460",42,"services","married","high.school","no","yes","no","telephone","jun","fri",174,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"15827",39,"blue-collar","married","basic.6y","no","no","no","cellular","jul","mon",178,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"6623",32,"blue-collar","married","basic.9y","unknown","unknown","unknown","telephone","may","wed",195,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"13310",29,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",161,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8568",26,"technician","single","professional.course","no","yes","no","telephone","jun","wed",605,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"14562",23,"student","single","high.school","unknown","unknown","unknown","cellular","jul","tue",125,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"32284",35,"services","married","high.school","no","yes","no","cellular","may","fri",478,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"24928",39,"management","married","high.school","no","yes","no","cellular","nov","tue",84,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"19784",45,"technician","married","high.school","no","yes","yes","cellular","aug","fri",243,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"10940",20,"services","single","high.school","no","yes","no","telephone","jun","wed",290,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"13810",30,"self-employed","married","university.degree","no","yes","no","telephone","jul","thu",150,10,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"11227",57,"services","married","high.school","unknown","yes","yes","telephone","jun","thu",61,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"40025",37,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",844,2,6,3,"success",-1.7,94.215,-40.3,0.79,4991.6,"no"
"28710",39,"blue-collar","married","unknown","unknown","no","no","cellular","apr","thu",156,1,9,1,"success",-1.8,93.075,-47.1,1.41,5099.1,"no"
"39724",24,"unemployed","single","high.school","no","yes","no","cellular","may","mon",699,1,13,2,"failure",-1.8,93.876,-40,0.697,5008.7,"yes"
"9248",35,"admin.","married","university.degree","no","no","no","telephone","jun","fri",230,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"1369",45,"management","married","university.degree","no","yes","yes","telephone","may","thu",807,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"34630",25,"blue-collar","single","high.school","no","yes","no","cellular","may","thu",330,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"18401",50,"technician","married","high.school","no","no","no","cellular","jul","thu",190,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"12816",43,"technician","single","professional.course","unknown","yes","no","cellular","jul","tue",265,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"8603",35,"student","single","high.school","no","no","no","telephone","jun","wed",71,4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"9931",45,"unknown","married","unknown","unknown","no","no","telephone","jun","wed",113,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"30477",34,"services","married","professional.course","no","yes","no","cellular","may","mon",101,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
"3270",38,"unknown","married","unknown","unknown","yes","no","telephone","may","thu",270,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"8440",32,"admin.","single","university.degree","unknown","no","no","telephone","jun","tue",56,12,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"7441",45,"blue-collar","divorced","basic.9y","no","no","no","telephone","may","fri",171,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"6518",34,"admin.","single","high.school","no","no","yes","telephone","may","wed",195,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"16852",48,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","thu",203,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"6021",31,"admin.","divorced","high.school","no","no","no","telephone","may","tue",271,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"28048",39,"blue-collar","single","basic.9y","no","yes","no","cellular","apr","thu",173,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,"no"
"5545",36,"management","married","university.degree","no","yes","no","telephone","may","mon",165,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"36393",29,"admin.","single","university.degree","no","yes","no","telephone","jun","tue",128,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"18242",36,"management","married","university.degree","no","no","yes","cellular","jul","wed",50,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"18750",27,"admin.","single","high.school","no","no","no","cellular","jul","thu",10,20,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"33238",39,"blue-collar","single","basic.4y","no","yes","no","cellular","may","tue",243,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"35986",34,"technician","single","professional.course","no","yes","no","cellular","may","mon",601,2,999,1,"failure",-1.8,92.893,-46.2,1.264,5099.1,"yes"
"3349",59,"retired","married","professional.course","no","no","no","telephone","may","thu",422,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"18190",42,"admin.","single","high.school","unknown","yes","no","cellular","jul","wed",145,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"39031",56,"retired","married","basic.4y","no","no","no","cellular","dec","thu",582,4,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
"9782",32,"admin.","married","high.school","no","yes","no","telephone","jun","wed",308,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"13112",52,"retired","married","professional.course","no","yes","no","cellular","jul","wed",53,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"24309",51,"management","married","university.degree","no","yes","no","cellular","nov","mon",1070,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"3711",52,"blue-collar","married","basic.4y","no","no","no","telephone","may","fri",136,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"31649",32,"admin.","single","professional.course","no","yes","yes","cellular","may","thu",1046,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"yes"
"14788",39,"technician","married","high.school","unknown","no","no","cellular","jul","wed",781,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
"6711",49,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",89,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"28344",25,"unemployed","single","professional.course","no","no","yes","cellular","apr","wed",274,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
"11584",42,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","fri",93,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"16417",31,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jul","wed",145,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3528",32,"entrepreneur","married","high.school","no","no","no","telephone","may","fri",248,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"9040",25,"services","single","professional.course","no","yes","no","telephone","jun","thu",18,3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"39254",61,"self-employed","divorced","university.degree","no","no","no","cellular","mar","fri",102,2,999,1,"failure",-1.8,93.369,-34.8,0.649,5008.7,"no"
"6413",36,"admin.","married","high.school","unknown","yes","no","telephone","may","wed",61,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"33262",31,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","tue",33,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"31869",40,"technician","single","university.degree","no","no","no","telephone","may","thu",430,2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"25172",36,"unemployed","married","basic.6y","no","no","no","cellular","nov","tue",177,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"24297",53,"blue-collar","married","basic.4y","no","no","no","cellular","nov","mon",545,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"25616",36,"management","married","university.degree","no","no","no","cellular","nov","wed",226,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"26382",58,"management","married","university.degree","no","yes","no","cellular","nov","thu",67,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"3223",31,"blue-collar","single","high.school","no","yes","no","telephone","may","thu",120,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"36158",32,"blue-collar","single","high.school","no","no","no","cellular","may","wed",329,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes"
"11005",41,"services","married","basic.9y","no","yes","no","telephone","jun","wed",404,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"27733",43,"blue-collar","married","basic.9y","no","no","no","cellular","mar","tue",180,2,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"yes"
"25303",56,"retired","divorced","university.degree","no","yes","no","cellular","nov","tue",972,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"2958",39,"admin.","married","high.school","no","no","no","telephone","may","wed",726,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"37712",37,"student","single","unknown","no","no","no","cellular","aug","thu",928,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.851,5076.2,"no"
"22193",52,"blue-collar","married","basic.4y","no","no","no","telephone","aug","thu",4199,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
"24429",43,"blue-collar","married","high.school","no","yes","no","cellular","nov","mon",107,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"9848",36,"blue-collar","married","basic.6y","no","no","no","telephone","jun","wed",105,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"24767",54,"admin.","single","university.degree","no","no","no","cellular","nov","tue",67,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"19757",31,"admin.","married","professional.course","unknown","yes","no","cellular","aug","fri",126,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"40260",68,"retired","married","university.degree","no","no","no","cellular","jul","mon",414,2,12,1,"success",-1.7,94.215,-40.3,0.889,4991.6,"yes"
"13425",27,"technician","divorced","professional.course","no","yes","no","cellular","jul","wed",243,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"23695",30,"admin.","divorced","university.degree","no","yes","no","cellular","aug","thu",35,10,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"11657",37,"admin.","married","basic.6y","no","no","no","telephone","jun","fri",126,14,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"806",35,"technician","married","basic.6y","no","no","no","telephone","may","wed",104,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"17991",45,"admin.","married","university.degree","no","no","no","cellular","jul","wed",520,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"40517",34,"entrepreneur","married","professional.course","no","no","no","telephone","aug","tue",6,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.895,4991.6,"no"
"38007",24,"student","single","basic.9y","no","unknown","unknown","cellular","sep","tue",137,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.788,5017.5,"yes"
"41000",61,"housemaid","married","basic.4y","no","yes","no","telephone","oct","wed",238,2,999,2,"failure",-1.1,94.601,-49.5,1.016,4963.6,"no"
"4347",36,"services","single","unknown","no","no","no","telephone","may","tue",137,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"26823",43,"blue-collar","married","basic.6y","no","yes","no","telephone","nov","thu",20,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"1957",33,"services","married","high.school","no","yes","no","telephone","may","fri",263,5,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"39982",35,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",385,1,5,1,"success",-1.7,94.055,-39.8,0.761,4991.6,"no"
"7591",47,"unknown","married","unknown","unknown","no","no","telephone","may","fri",147,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"34399",29,"admin.","married","university.degree","no","yes","no","cellular","may","thu",133,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"9464",58,"retired","married","basic.9y","no","no","no","telephone","jun","fri",33,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"38233",37,"management","single","basic.9y","no","no","no","cellular","oct","thu",137,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.741,5017.5,"yes"
"38472",73,"retired","divorced","basic.4y","no","yes","no","cellular","oct","mon",127,2,999,3,"failure",-3.4,92.431,-26.9,0.731,5017.5,"no"
"3173",41,"technician","married","basic.9y","no","yes","no","telephone","may","thu",347,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"7966",33,"self-employed","single","university.degree","no","yes","no","telephone","jun","mon",171,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"26353",38,"management","married","university.degree","no","yes","no","cellular","nov","thu",258,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"12004",49,"unemployed","married","basic.9y","no","yes","yes","telephone","jun","thu",271,1,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,"no"
"31158",51,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",55,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"21885",46,"blue-collar","married","basic.4y","no","no","yes","cellular","aug","wed",414,8,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"16333",20,"student","single","high.school","no","yes","yes","cellular","jul","tue",136,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"29648",45,"blue-collar","married","basic.6y","no","no","no","cellular","apr","mon",293,1,1,1,"success",-1.8,93.075,-47.1,1.405,5099.1,"no"
"28442",30,"admin.","single","university.degree","no","yes","no","telephone","apr","tue",563,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
"33997",34,"management","married","university.degree","no","yes","no","cellular","may","wed",77,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"25905",33,"blue-collar","single","basic.9y","unknown","yes","no","cellular","nov","wed",25,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"32813",27,"student","single","university.degree","unknown","no","no","cellular","may","mon",489,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
